"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","11/1269","23/9376",0.478260869565217,3.53362798506184,4.81301994011987,7.57815448389838e-05,0.00124210895998612,0.000944713233941377,"CA2/CA4/GLS2/PCK1/SLC4A4/ATP1A3/ATP1A2/SLC9A3/SLC38A3/ATP1B2/ATP1A4",11
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","43/1269","178/9376",0.241573033707865,1.78486112217884,4.18256287485376,8.16946047892393e-05,0.00124210895998612,0.000944713233941377,"MMP7/WNT2/NOTUM/CCND1/CELSR3/MYC/FOSL1/SFRP4/WNT3/CELSR1/CCN4/WNT5A/RSPO2/NKD2/LEF1/LGR5/WNT7B/AXIN2/CAMK2B/NKD1/ZNRF3/WIF1/PRKACB/RNF43/APCDD1/PRKCB/PLCB4/TCF7/CTNND2/SFRP5/FZD9/WNT11/RSPO1/SFRP1/PRKCG/FZD10/DKK2/CAMK2A/WNT1/BAMBI/DKK1/WNT6/DKK4",43
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","50/1269","217/9376",0.230414746543779,1.70241817462133,4.1417887133222,8.25679366464763e-05,0.00124210895998612,0.000944713233941377,"EPHX4/CCND1/MYC/HSP90AB1/E2F1/KPNA2/CDC6/EIF4EBP1/CACNA1D/RXRG/CACNA1A/EPHX2/UGT1A9/FGF9/UGT1A10/GSTM5/GSTM2/UGT1A1/CREB3L3/UGT1A8/CYP3A4/UGT1A4/UGT1A7/ADCY5/UGT1A3/VEGFA/CDC25A/UGT1A5/PRKACB/PAQR5/BIRC5/ESR2/KLF4/BCL2/FGF18/PRKCB/PAQR8/UGT1A6/UGT2A3/TNFSF11/PRKCG/FGF20/WNT1/ADRB1/PGR/CYP2B6/EPHX3/UGT2B10/GSTM1/ADRB3",50
"Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","21/1269","66/9376",0.318181818181818,2.35088473386346,4.35714270166438,0.000100467872213479,0.00144841182441099,0.00110162140584955,"SULT2B1/DHRS11/HSD3B2/HSD17B2/RDH5/UGT1A9/UGT1A10/UGT1A1/HSD11B2/UGT1A8/CYP3A4/UGT1A4/UGT1A7/CYP19A1/UGT1A3/UGT1A5/UGT1A6/UGT2A3/DHRS9/CYP21A2/UGT2B10",21
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","28/1269","101/9376",0.277227722772277,2.04829560970281,4.19057731275728,0.000120088872580519,0.00166202999651438,0.00126409339558441,"CCND1/CXCL8/COL1A1/NOX4/SERPINE1/SELE/IL1A/VEGFD/AGT/PLCD1/IL1B/COL1A2/PLCE1/VEGFA/PLCD3/COL3A1/BCL2/IL6/COL4A6/PLCG2/NOS3/PRKCB/PLCB4/COL4A1/COL4A3/MMP2/PLCD4/AGTR1",28
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","74/1269","362/9376",0.204419889502762,1.51035530652317,3.91791045581043,0.000135123614719532,0.0017981834881907,0.00136764792226247,"MET/CCND1/PHLPP2/MYC/HSP90AB1/COMP/COL1A1/EIF4EBP1/ITGA2/IL6R/ANGPT2/VEGFD/IBSP/BRCA1/SPP1/F2R/ITGA11/OSM/THBS2/ITGB8/FGF9/COL1A2/PCK1/CREB3L3/GNG7/LAMA1/CCNE1/CHAD/GNG4/PDGFD/ITGA8/VEGFA/PGF/LPAR1/EREG/SGK2/BCL2/IL6/CSF3/DDIT4/COL4A6/FGF18/PDGFRB/PPP2R3A/NOS3/EFNA3/ITGB7/COL9A1/LAMC2/CD19/AREG/COL4A1/KIT/COL9A3/COL4A3/TCL1A/SGK1/TNXB/FLT3/EPHA2/FGFR2/PIK3CG/FGF20/GHR/FASLG/FGFR4/COL6A3/FGF19/G6PC1/COL2A1/GNG8/PPP2R2B/GDNF/COL6A5",74
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","21/1269","68/9376",0.308823529411765,2.28174106522041,4.19674837094952,0.000161882963851329,0.00207450020342814,0.00157780666521763,"ADH1A/RDH5/RETSAT/UGT1A9/UGT1A10/UGT1A1/UGT1A8/CYP3A4/UGT1A4/UGT1A7/UGT1A3/UGT1A5/ADH1B/UGT1A6/SDR16C5/UGT2A3/CYP2W1/DHRS9/ADH1C/CYP2B6/UGT2B10",21
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","17/1269","50/9376",0.34,2.51208825847124,4.24131765591979,0.000184363242965288,0.0022782029309282,0.00173273724591436,"MET/CXCL8/COMP/SELE/TLR9/CD36/THBS2/IL1B/IL6/CSF3/KLRB1/HBA1/KLRC4-KLRK1/HBA2/ITGAL/KLRK1/HBB",17
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","37/1269","154/9376",0.24025974025974,1.77515786026424,3.83728732774995,0.000280933432369984,0.00335182646896602,0.00254930519392,"CACNG8/SLC8A3/AGT/CACNA1D/CREB3L3/TNNI3/CAMK2B/ADCY5/ADRA1A/PRKACB/BCL2/ATP1A3/PPP2R3A/PLCB4/CALML3/ATP1A2/CACNG5/ATP2B2/PIK3CG/TNNT2/CAMK2A/ATP1B2/CACNG4/ADRB1/MYL3/PPP1R1A/ATP2B3/PPP2R2B/SCN7A/ATP1A4/KCNK2/POPDC3/AGTR1/POPDC2/SLC8A2/TPM2/POPDC1",37
NA,NA,"hsa04081","Hormone signaling","48/1269","219/9376",0.219178082191781,1.6193961376124,3.66944435237965,0.000396522700583845,0.00457322848006701,0.00347826930336706,"PTH1R/PRKG2/GUCA2B/ADRA2A/AGT/GNA11/DIO2/GUCA2A/AVPR1B/OXTR/DRD2/UCN2/GNG7/ADCY5/GNG4/SST/AMH/ADRA1A/THRB/PRKACB/SSTR5/ESR2/PMCH/SLCO1C1/PLCB4/PNOC/GCGR/UCN3/GNA15/POMC/GPER1/GHR/VIPR1/HEPHL1/ADRB1/GNG8/GNAO1/SSTR3/NOS1/ADRA2C/OPRM1/BMPR1B/GCG/CALCA/VIP/AGTR1/ADRB3/DRD5",48
"Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","12/1269","31/9376",0.387096774193548,2.86006253336384,4.10397873501481,0.000421214026673722,0.00470129203964864,0.00357567085461564,"UGT1A9/UGT1A10/UGT1A1/UGT1A8/UGT1A4/UGT1A7/UGT1A3/UGT1A5/UGDH/UGT1A6/UGT2A3/UGT2B10",12
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450","22/1269","79/9376",0.278481012658228,2.05755553560563,3.73449322365042,0.000581462827958326,0.00628015342195691,0.00477650853510566,"ADH1A/ALDH3B2/UGT1A9/UGT1A10/GSTM5/GSTM2/UGT1A1/UGT1A8/CYP3A4/UGT1A4/UGT1A7/UGT1A3/UGT1A5/ADH1B/UGT1A6/HPGDS/UGT2A3/DHDH/ADH1C/CYP2B6/UGT2B10/GSTM1",22
NA,NA,"hsa04382","Cornified envelope formation","47/1269","217/9376",0.216589861751152,1.60027308414405,3.53949310346252,0.000598974170302249,0.00628015342195691,0.00477650853510566,"CLDN1/S100A11/KRT6B/CLDN23/DSG3/KRT17/KRT6A/KRT23/COL7A1/KRT6C/DSG4/CLDN2/S100A2/KRT20/EPHX2/KRT7/KRT80/CLDN16/KRT24/KRT9/S100A9/PKP1/KRT16/COL4A6/EVPL/PADI2/PPP2R3A/LAMC2/CLDN14/DSG1/COL4A1/KRT32/COL4A3/ABCA12/KRT12/S100A8/PADI1/CLDN18/S100A3/KRT75/KRT5/EPHX3/PADI3/CLDN8/CLDN9/PPP2R2B/CLDN10",47
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","13/1269","37/9376",0.351351351351351,2.59595765978745,3.84820679887341,0.000729821268938174,0.00742700467801789,0.00564877143141002,"SELE/TLR9/IL1B/IL6/PRKCB/HBA1/PLCB4/HBA2/HBB/PRKCG/IDO1/FASLG/KNG1",13
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","25/1269","97/9376",0.257731958762887,1.90425125717953,3.54169178200788,0.000896359680072724,0.00886115569443321,0.00673954646671221,"GRIN2D/PRKG2/GRIN2B/GRIN2A/CACNA1D/GRIA1/CAMK2B/GNG7/ADCY5/GNG4/PRKACB/GRIA3/PRKCB/GRIA4/PLCB4/CALML3/RYR3/RYR1/PRKCG/CAMK2A/PER1/GNG8/GNAO1/NOS1/ADCYAP1R1",25
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","22/1269","82/9376",0.268292682926829,1.98227911357128,3.53449087271742,0.00100712144497733,0.00967955611005994,0.00736199886679338,"IMPDH1/NME1/UGT1A9/CES2/UGT1A10/GSTM5/GSTM2/RRM2/UGT1A1/UGT1A8/CYP3A4/UGT1A4/UGT1A7/UGT1A3/UGT1A5/HPRT1/UGT1A6/UGT2A3/XDH/CES1/UGT2B10/GSTM1",22
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","25/1269","98/9376",0.255102040816327,1.88482012190219,3.48359137776975,0.00105199567342046,0.00983758116225624,0.007482188288908,"HSD3B2/AGT/CACNA1D/GNA11/CREB3L3/CAMK2B/ADCY5/PRKACB/ATP1A3/PRKCB/PLCB4/CALML3/ATP1A2/ATP2B2/KCNK9/PRKCG/POMC/CAMK2A/CYP21A2/ATP1B2/ATP2B3/PDE2A/KCNK3/ATP1A4/AGTR1",25
NA,NA,"hsa04518","Integrin signaling","35/1269","154/9376",0.227272727272727,1.67920338133104,3.36228097752638,0.00119014724989106,0.0108366039069029,0.00824201696600461,"MET/CCND1/COMP/COL1A1/ITGA2/VEGFD/IBSP/SPP1/ITGA11/THBS2/ITGB8/COL1A2/LAMA1/CHAD/PDGFD/ITGA8/VEGFA/PGF/FERMT1/COL4A6/PDGFRB/ITGB7/COL9A1/LAMC2/COL4A1/ITGAL/COL9A3/COL4A3/TNXB/COL6A3/COL2A1/LIMS2/FREM2/MADCAM1/COL6A5",35
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","19/1269","69/9376",0.27536231884058,2.03451308230833,3.4122593952283,0.00155682172814879,0.0138118030240893,0.0105048699605182,"GRIN2D/GRIN2B/GRIN2A/CACNA1D/GRIA1/MAOA/GRIN3A/CREB3L3/CAMK2B/ADCY5/PRKACB/GRIA3/PRKCB/GRIA4/CALML3/TH/PRKCG/CAMK2A/FOSB",19
"Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts","19/1269","70/9376",0.271428571428571,2.00544860970393,3.34051738718269,0.00187131805631969,0.0161869011871653,0.0123113030021032,"SULT1A2/SULT1A1/UGT1A9/UGT1A10/GSTM5/GSTM2/UGT1A1/UGT1A8/CYP3A4/UGT1A4/UGT1A7/UGT1A3/UGT1A5/UGT1A6/HPGDS/UGT2A3/PTGS2/UGT2B10/GSTM1",19
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","25/1269","103/9376",0.242718446601942,1.79332399947975,3.20291518073359,0.00222975889788735,0.0188169897236347,0.0143116745692384,"CXCL8/COL1A1/CXCL3/GNA11/CXCL2/CXCL1/IL1B/COL1A2/LAMA1/PRKACB/COL3A1/IL6/COL4A6/PRKCB/LAMC2/PLCB4/COL4A1/COL4A3/IL1R2/CSF2/GNA15/PRKCG/CD1A/CTSG/SERPINB3",25
